ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_Spots_eroded,Intensity_IntegratedIntensity_Spots_eroded,Intensity_LowerQuartileIntensity_Spots_eroded,Intensity_MADIntensity_Spots_eroded,Intensity_MassDisplacement_Spots_eroded,Intensity_MaxIntensityEdge_Spots_eroded,Intensity_MaxIntensity_Spots_eroded,Intensity_MeanIntensityEdge_Spots_eroded,Intensity_MeanIntensity_Spots_eroded,Intensity_MedianIntensity_Spots_eroded,Intensity_MinIntensityEdge_Spots_eroded,Intensity_MinIntensity_Spots_eroded,Intensity_StdIntensityEdge_Spots_eroded,Intensity_StdIntensity_Spots_eroded,Intensity_UpperQuartileIntensity_Spots_eroded,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_Spots_Primary_Objects
1,20,0.044632639503106475,0.363744564820081,0.0,0.001716639962978661,2.429217560163407,0.005447471048682928,0.030762188136577606,0.0008583199904443553,0.004180972009426218,0.001716639962978661,0.0,0.0,0.0014613738937925363,0.006394068647447611,0.005260547855868936,749.3103448275862,314.0344827586207,20,213
1,21,0.04054322186857462,0.6510414280928671,0.0,0.0021057450212538242,4.162735072119698,0.006454566493630409,0.062485694885253906,0.000779677343626435,0.006510414280928672,0.0021057450212538242,0.0,0.0,0.0013855438563273972,0.011907605826565517,0.0068818191066384315,714.08,314.96,21,217
1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,22,0
1,23,0.001541161211207509,0.011886778520420194,0.0,0.0007705806056037545,0.12965339671802667,0.001541161211207509,0.010345617309212685,0.00038529030280187726,0.0023773557040840387,0.0007705806056037545,0.0,0.0,0.0006673423801164488,0.004028594659900823,0.00814450328471139,629.0,309.0,23,216
1,24,0.008575570303946733,0.02359044784680009,5.340657662600279e-05,0.00079346913844347,0.13468465971920526,0.006775005720555782,0.009353780187666416,0.0012250814719923905,0.0026211608718666765,0.00079346913844347,0.0,0.0,0.0023106025308220366,0.003425149289487056,0.0064965286292135715,562.6666666666666,327.1111111111111,24,237
1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,25,0
1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,26,0
1,27,0.02195773273706436,0.5228198706172407,0.0,0.003433279925957322,1.983538042767022,0.00781261920928955,0.035584039986133575,0.0007319244245688121,0.007688527509077068,0.003433279925957322,0.0,0.0,0.00199229498037003,0.009882413469135208,0.013229572214186192,798.7058823529412,371.2352941176471,27,296
1,28,0.008331425953656435,0.0298161287792027,0.0006523231859318912,0.0016556038754060864,0.10262846328088403,0.003219653619453311,0.00805676355957985,0.0010414282442070544,0.0027105571617457,0.0016556038754060864,0.0,0.0,0.001048655394687573,0.0028960823443110583,0.006454566260799766,935.1818181818181,390.8181818181818,28,316
1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,29,0
1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,30,0
1,31,0.013611047761514783,0.019485771423205733,0.0,0.002334630349650979,0.40741292022193804,0.006561379414051771,0.006561379414051771,0.0019444353945021118,0.0024357214279007167,0.002334630349650979,0.0,0.0,0.0025147558524413753,0.0026875697458861184,0.00587472366169095,509.125,551.875,31,423
1,32,0.105302510317415,1.2907301620580256,0.001590753032360226,0.002037079422734678,0.8155440203741764,0.006027313880622387,0.04126039519906044,0.001210373681809368,0.004528877761607107,0.0034256504150107503,0.0,0.0,0.0010499019210702355,0.004820192630800149,0.006008239928632975,584.2175438596491,647.9368421052632,32,512
2,1,0.16456855204887688,0.8052338541019708,0.0019607843132689595,0.002014191122725606,1.9695317670860302,0.014007782563567162,0.016861218959093094,0.0024562470455056253,0.004523785697202083,0.0032806897070258856,0.0,0.0,0.0028107465345583735,0.003537230596632412,0.006569009041413665,438.438202247191,66.74157303370787,1,70
2,2,0.016601815819740295,0.2939192841295153,0.0,0.0014724956126883626,0.30897474684995146,0.003662165254354477,0.03364614397287369,0.0005533938606580098,0.005545646870368213,0.0014724956126883626,0.0,0.0,0.0011186013718118709,0.008340013247078124,0.009773403638973832,800.622641509434,115.39622641509433,2,136
2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,3,0
2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,4,0
2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,5,0
2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,6,0
2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,7,0
2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,8,0
2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,9,0
2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,10,0
2,11,0.008224613033235073,0.029953460209071636,0.0,0.0007171740289777517,0.08421888259854195,0.0052948808297514915,0.012771801091730595,0.0010280766291543841,0.0029953460209071634,0.0007171740289777517,0.0,0.0,0.0017674127567356424,0.004325183407609064,0.00712596345692873,873.5,248.0,11,210
2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,12,0
2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,13,0
2,14,0.011490043485537171,0.011490043485537171,0.00221255817450583,0.002685587853193283,0.2117704673175853,0.005951018538326025,0.005951018538326025,0.002872510871384293,0.002872510871384293,0.003265430685132742,6.103608757257462e-05,6.103608757257462e-05,0.002119641683019883,0.002119641683019883,0.005951018538326025,249.5,279.5,14,276
2,15,0.16119630774483085,3.80814834847115,0.001235980773344636,0.0028992141596972942,2.1187111167722383,0.014633402228355408,0.05061417445540428,0.0012793357757526257,0.0061322839749938,0.003570611122995615,0.0,0.0,0.0018153894482137202,0.007083102467444516,0.009033340960741043,196.07246376811594,273.5829307568438,15,275
2,16,0.11784542631357908,0.5797055060975254,0.0009956511785276234,0.0018616006709635258,0.06915299463449004,0.01506065484136343,0.016876477748155594,0.0014730678289197386,0.003350898879176447,0.0028381780721247196,0.0,0.0,0.0020085605294714887,0.0030326323640479024,0.005001144600100815,179.6936416184971,287.1965317919075,16,237
2,17,0.872938125859946,13.374593822518364,0.002334630349650979,0.005928130121901631,0.5521680376751644,0.04495307803153992,0.062485694885253906,0.005455863286624662,0.01148033804508014,0.007179369917139411,0.0,0.0,0.008062415752171688,0.012761526328215053,0.01639581937342882,777.8206008583691,283.5716738197425,17,259
2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,18,0
2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,19,0
2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,20,0
2,21,0.009506370639428496,0.04548714519478381,0.0007095445180311799,0.00167086289729923,0.08610891911936468,0.00221255817450583,0.010849164798855782,0.0009506370639428497,0.0030324763463189203,0.00167086289729923,0.0,0.0,0.0008436748944258821,0.0035957996239704545,0.006038757972419262,628.1333333333333,309.53333333333336,21,354
2,22,0.11889829905703664,0.6163424178957939,0.0,0.0013427939265966415,3.2267563051654324,0.009719996713101864,0.062485694885253906,0.001415455941155198,0.004704903953403007,0.0013427939265966415,0.0,0.0,0.002275889542452401,0.00849513171803195,0.005806058063171804,744.8167938931298,312.37404580152673,22,346
2,23,0.026535439072176814,0.8423895637970418,0.0,0.0019226367585361004,5.4336135450337455,0.004699778743088245,0.062485694885253906,0.0005645838100463152,0.008774891289552519,0.0019226367585361004,0.0,0.0,0.0011325189296869226,0.01644696754163785,0.008209354244172573,712.6354166666666,317.0,23,350
2,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,24,0
2,25,0.008484016172587872,0.03677424229681492,0.0,0.0009765774011611938,0.03128311545830979,0.002944991225376725,0.01881437376141548,0.0008484016172587872,0.003064520191401243,0.0009765774011611938,0.0,0.0,0.0011507407007632193,0.00541230792299346,0.002944991225376725,562.5,327.0,25,385
2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,26,0
2,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,27,0
2,28,0.026611734414473176,0.0762798513751477,0.0,0.0008850232698023319,0.5655256056030326,0.005813687574118376,0.02232394926249981,0.0012096242915669625,0.0029338404375056806,0.0008850232698023319,0.0,0.0,0.0017196055826931465,0.004916124740084067,0.004364080261439085,682.5384615384615,359.38461538461536,28,457
2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,29,0
2,30,0.01727321301586926,0.10069428570568562,0.0,0.001541161211207509,0.7183065227191793,0.007614252157509327,0.021774623543024063,0.0009091164745194348,0.003596224489488772,0.001541161211207509,0.0,0.0,0.0018227335219079318,0.0054376724716885955,0.005722133442759514,797.3571428571429,352.75,30,411
2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,31,0
2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,32,0
2,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,33,0
2,34,0.2866254667751491,3.042267514625564,0.001541161211207509,0.003585869912058115,2.3158945269580267,0.016769664362072945,0.041962310671806335,0.002155078697557512,0.006701029767897718,0.004165713209658861,0.0,0.0,0.0032958997745597767,0.007424730270307422,0.00918593117967248,584.9052863436124,644.4295154185022,34,703
3,1,1.0287327389232814,10.326909349532798,0.003479056991636753,0.004455634858459234,4.230135866651896,0.03807125985622406,0.052964065223932266,0.005169511250870761,0.009733185060822618,0.00759899290278554,0.0,0.0,0.0066213418810415325,0.008470826963830844,0.013187609612941742,436.73704052780397,65.23562676720076,1,45
3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,2,0
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,3,0
3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,4,0
3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,5,0
3,6,0.025192645145580173,0.06282139359973371,0.0014877546345815063,0.0038910505827516317,0.2277608593804308,0.009948882274329662,0.013962005265057087,0.002519264514558017,0.0044872423999809796,0.0038910505827516317,0.0,0.0,0.0028348408653233767,0.004317211090861225,0.008873121347278357,394.7142857142857,159.5,6,244
3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,7,0
3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,8,0
3,9,0.0279240095987916,0.0279240095987916,0.0017395284958183765,0.0037232013419270515,0.24333328216958608,0.01100175455212593,0.01100175455212593,0.0046540015997986,0.0046540015997986,0.0037232013419270515,0.0,0.0,0.004284262985491817,0.004284262985491817,0.010360875632613897,361.5,185.0,9,261
3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,10,0
3,11,0.027008468750864267,0.04910353245213628,0.0023994811926968396,0.0019226367585361004,0.151648259273916,0.005584802012890577,0.02209506370127201,0.0033760585938580334,0.005455948050237364,0.004654001677408814,0.0006866559851914644,0.0006866559851914644,0.00163977254035247,0.006082566369253116,0.005363546195439994,389.0,198.0,11,274
3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,12,0
3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,13,0
3,14,0.023575189290568233,0.1447165661957115,6.103608757257462e-05,0.002594033721834421,0.20157060852391237,0.007400625851005316,0.026474403217434883,0.0016839420921834452,0.0065780257361687045,0.002594033721834421,0.0,0.0,0.0024542751659119974,0.008481275137168391,0.011169604025781155,873.0,248.5,14,337
3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,15,0
3,16,0.050339513225480914,0.22494850517250597,0.0009422446019016206,0.0020294501446187496,2.1740556862049174,0.00782787799835205,0.022659648209810257,0.001623855265338094,0.004786138407925659,0.0023193713277578354,0.0,0.0,0.001693340173607609,0.005473438971293077,0.007976653520017862,542.0425531914893,237.2340425531915,16,307
3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,17,0
3,18,0.4540932378731668,6.997055072104558,0.003997863736003637,0.004211490275338292,1.9350685955657663,0.017090104520320892,0.04155031591653824,0.003007239985915012,0.009585006948088436,0.007186999544501305,0.0,0.0,0.0031970268736589494,0.008173746694194555,0.012977798469364643,197.6205479452055,272.41917808219176,18,405
3,19,0.18831158941611648,0.5254749432206154,0.0017967498279176652,0.0012512397952377796,0.8101082423761671,0.008926527574658394,0.026474403217434883,0.002353894867701456,0.003780395274968456,0.003036545356735587,0.0,0.0,0.0014023795340034513,0.003456359835042757,0.004367895075120032,253.05755395683454,269.6978417266187,19,372
3,20,1.2820630306378007,21.47501344792545,0.007232776377350092,0.009460594039410353,2.3767714038304604,0.05349813029170036,0.062485694885253906,0.007083221163744755,0.019810898014691374,0.014557107351720333,0.0,0.0,0.008457936087065361,0.016542896753939634,0.02856488898396492,785.819188191882,272.1826568265683,20,360
3,21,0.4146639257669449,1.9489585957489908,0.002208743419032544,0.002960250247269869,0.7226686639579947,0.01571679301559925,0.02549782581627369,0.0031413933770223098,0.006518256173073548,0.004791332874447107,0.0,0.0,0.003061152109631394,0.005750746497386337,0.009365224512293935,180.9264214046823,285.7926421404682,21,452
3,22,1.744838647544384,23.459205131046474,0.009781032800674438,0.009719996713101864,2.406700540211557,0.04492256045341492,0.062485694885253906,0.009587025535958154,0.02094571886700578,0.01745632104575634,0.0,0.0,0.01021790880680282,0.015620188160288807,0.030685892328619957,775.6544642857143,298.34464285714284,22,514
3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,23,0
3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,24,0
3,25,0.024475471815094352,0.024475471815094352,0.004333562450483441,0.0009842067956924438,0.08353416519492907,0.006546120624989271,0.006546120624989271,0.00489509436301887,0.00489509436301887,0.00508888391777873,0.0036469062324613333,0.0036469062324613333,0.000999315708039987,0.000999315708039987,0.006198977818712592,140.6,281.8,25,436
3,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,26,0
3,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,27,0
3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,28,0
3,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,29,0
3,30,0.03430228214710951,0.32951857964508235,0.0,0.004348821355961263,0.31332319317711566,0.006317235063761473,0.05664148926734924,0.0015591946430504322,0.008449194349873906,0.004348821355961263,0.0,0.0,0.002390428520897527,0.01198653755071542,0.016124970745295286,870.3333333333334,319.8974358974359,30,524
3,31,0.4735332312993705,4.100511217489839,0.0009002822916954756,0.0041962312534451485,5.648124401917048,0.015121690928936005,0.062409400939941406,0.0018005065828873405,0.0076217680622487705,0.004394598305225372,0.0,0.0,0.002453975235455954,0.010069117205228179,0.010223545134067535,736.7100371747212,319.4498141263941,31,507
3,32,0.01412985473871231,0.04547188524156809,0.0,0.0019531548023223877,0.15996401754410058,0.008392462506890297,0.026153963059186935,0.0017662318423390388,0.004547188524156809,0.0019531548023223877,0.0,0.0,0.00281984250817048,0.007698995299994396,0.00679026497527957,854.2,311.5,32,513
3,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,33,0
3,34,0.025757229421287775,0.07449454604648054,0.0018234531162306666,0.0024948500795289874,0.08715632870597408,0.0059967958368361,0.023300526663661003,0.002341566311026161,0.004966303069765369,0.0031967650866135955,0.0,0.0,0.0017747205508371131,0.006154042282986632,0.0059967958368361,561.6,327.4,34,539
3,35,0.017425803001970053,0.108049136120826,0.0,0.0026245517656207085,0.1144690967285173,0.0053101396188139915,0.035568781197071075,0.001452150250164171,0.006753071007551625,0.0026245517656207085,0.0,0.0,0.0018596279739019925,0.010334493152654627,0.010788128711283207,569.5,338.5,35,555
3,36,0.04066529357805848,0.09275959432125092,0.0014038300141692162,0.004516670946031809,0.11253901465509351,0.008010986261069775,0.018341343849897385,0.0033887744648382068,0.005797474645078182,0.006256198976188898,0.0,0.0,0.0027833494521549915,0.005386827674217324,0.008010986261069775,682.5,348.5,36,563
3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,37,0
3,38,0.06547646434046328,0.34943160437978804,0.0,0.002685587853193283,3.5035524059555927,0.006836041808128357,0.062485694885253906,0.00167888370103752,0.005635993619028839,0.002685587853193283,0.0,0.0,0.002258619439586293,0.009437050225343725,0.006393530406057835,776.2258064516129,352.0,38,558
3,39,0.024490730371326208,0.18803693051449955,0.0002288853283971548,0.0033722438383847475,0.13583694086520323,0.004547188524156809,0.027359426021575928,0.001113215016878464,0.004948340276697357,0.0033722438383847475,0.0,0.0,0.0014620708654174471,0.005999489387775834,0.00871290173381567,677.078947368421,368.7894736842105,39,591
3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,40,0
3,41,0.032562753185629845,0.06059357710182667,0.0032501716632395983,0.0009918364230543375,0.1952853516066929,0.007064927369356155,0.018127718940377235,0.0032562753185629845,0.005049464758485556,0.0037232013419270515,0.0,0.0,0.0019794804598943947,0.004707593762484761,0.007064927369356155,933.5,391.0,41,633
3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,42,0
3,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,43,0
3,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,44,0
3,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,45,0
3,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,46,0
3,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,47,0
3,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,48,0
3,49,0.04982070764526725,0.14743267325684428,9.918364230543375e-05,0.0030670634005218744,0.6956486732080818,0.008392462506890297,0.026550699025392532,0.0021661177237072716,0.00491442244189481,0.0030670634005218744,0.0,0.0,0.0022104845326285727,0.006045463344621163,0.008010986726731062,458.9,518.4333333333333,49,730
3,50,0.043457694817334414,0.09852750692516565,0.0007171740289777517,0.00334172579459846,0.07545036974855934,0.007324330508708954,0.01414511352777481,0.0024143163787408006,0.004105312788548569,0.004058899823576212,0.0,0.0,0.002459336751295584,0.003845597770375855,0.007324330508708954,515.125,556.4583333333334,50,758
3,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,51,0
3,52,0.03282215655781329,0.9471885319799185,0.0,0.004013122990727425,3.6464961405502834,0.004867628216743469,0.062485694885253906,0.0010587792438004286,0.013929243117351742,0.004013122990727425,0.0,0.0,0.001585255695029957,0.019731929877533496,0.01875333860516548,604.9264705882352,614.7941176470588,52,831
3,53,0.14038300211541355,0.6642710042651743,0.0018577859154902399,0.0022278171963989735,1.6863838646520215,0.01124589890241623,0.062485694885253906,0.002752607884615952,0.006992326360686045,0.003356984816491604,0.0,0.0,0.0024634254003338455,0.010120024619297214,0.008468757616356015,520.6947368421053,652.4421052631579,53,943
3,54,1.0624551819637418,12.98767081904225,0.002594033721834421,0.004852368962019682,0.5357957750822657,0.06080720201134682,0.062485694885253906,0.005035332615941904,0.010307675253208136,0.00668345158919692,0.0,0.0,0.009242278166535951,0.011571559782954976,0.013550011441111565,578.1507936507936,643.6269841269841,54,933
3,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,55,0
3,56,0.017486839089542627,0.017486839089542627,0.002388036926276982,0.0006256198976188898,0.09640160714643159,0.00379949645139277,0.00379949645139277,0.002914473181590438,0.002914473181590438,0.00317387655377388,0.00221255817450583,0.00221255817450583,0.0006233828705595342,0.0006233828705595342,0.003662165254354477,542.3333333333334,734.5,56,1019
